0 0
10 0
20 0
30 0
40 0
50 0
60 0
70 0
80 0
90 0
100 0
110 0
120 0
130 0
140 0
150 0
160 0
170 0
180 0
190 0
200 0
210 0
220 0
230 0
240 0
250 0
260 0
270 0
280 0
290 0
300 0
310 0
320 0
330 0
340 0
350 0
360 0
370 0
380 0
390 0
400 0
410 0
420 0
430 0
440 0
450 0
460 0
470 0
480 0
490 0
500 0
510 0
520 0
530 0
540 0
550 0
560 0
570 0
580 0
590 0
600 0
610 1e-06
620 2e-06
630 1e-06
640 4e-06
650 7e-06
660 9e-06
670 1.7e-05
680 2.8e-05
690 5.3e-05
700 8e-05
710 0.000126
720 0.000189
730 0.000278
740 0.000418
750 0.000583
760 0.000827
770 0.001094
780 0.001487
790 0.001837
800 0.002228
810 0.002634
820 0.003171
830 0.003652
840 0.004127
850 0.00457
860 0.004849
870 0.00504
880 0.005356
890 0.005433
900 0.005535
910 0.005345
920 0.005101
930 0.004847
940 0.004513
950 0.004162
960 0.003613
970 0.003359
980 0.002916
990 0.002466
1000 0.002075
1010 0.001808
1020 0.001424
1030 0.001139
1040 0.000878
1050 0.000708
1060 0.000558
1070 0.000427
1080 0.000294
1090 0.000189
1100 0.000152
1110 0.00012
1120 7.9e-05
1130 6.2e-05
1140 3.8e-05
1150 3.3e-05
1160 1.7e-05
1170 1.6e-05
1180 1.1e-05
1190 6e-06
1200 5e-06
1210 0
1220 2e-06
1230 0
1240 1e-06
1250 0
1260 0
1270 0
1280 0
1290 0
1300 0
1310 0
1320 0
1330 0
1340 0
1350 0
1360 0
1370 0
1380 0
1390 0
1400 0
1410 0
1420 0
1430 0
1440 0
1450 0
1460 0
1470 0
1480 0
1490 0
1500 0
1510 0
1520 0
1530 0
1540 0
1550 0
1560 0
1570 0
1580 0
1590 0
1600 0
1610 0
1620 0
1630 0
1640 0
1650 0
1660 0
1670 0
1680 0
1690 0
1700 0
1710 0
1720 0
1730 0
1740 0
1750 0
1760 0
1770 0
1780 0
1790 0
1800 0
1810 0
1820 0
1830 0
1840 0
1850 0
1860 0
1870 0
1880 0
1890 0
1900 0
1910 0
1920 0
1930 0
1940 0
1950 0
1960 0
1970 0
1980 0
1990 0
2000 0

