0.1 3.719427
0.14974874 3.1554051
0.19949749 2.8224383
0.24924623 2.5977446
0.29899497 2.4338969
0.34874372 2.308206
0.39849246 2.2082795
0.44824121 2.1267041
0.49798995 2.0587394
0.54773869 2.001195
0.59748744 1.9518353
0.64723618 1.9090412
0.69698492 1.8716082
0.74673367 1.8386188
0.79648241 1.8093609
0.84623116 1.7832718
0.8959799 1.7599007
0.94572864 1.7388815
0.99547739 1.7199135
1.0452261 1.702747
1.0949749 1.6871729
1.1447236 1.6730145
1.1944724 1.6601215
1.2442211 1.6483649
1.2939698 1.6376335
1.3437186 1.6278308
1.3934673 1.6188726
1.4432161 1.610685
1.4929648 1.603203
1.5427136 1.596369
1.5924623 1.5901319
1.6422111 1.5844461
1.6919598 1.5792708
1.7417085 1.5745694
1.7914573 1.5703088
1.841206 1.5664594
1.8909548 1.562994
1.9407035 1.5598882
1.9904523 1.5571197
2.040201 1.554668
2.0899497 1.5525146
2.1396985 1.5506424
2.1894472 1.5490356
2.239196 1.5476799
2.2889447 1.546562
2.3386935 1.5456695
2.3884422 1.5449911
2.438191 1.5445162
2.4879397 1.5442352
2.5376884 1.5441388
2.5874372 1.5442186
2.6371859 1.5444669
2.6869347 1.5448761
2.7366834 1.5454394
2.7864322 1.5461505
2.8361809 1.5470032
2.8859296 1.5479919
2.9356784 1.5491114
2.9854271 1.5503567
3.0351759 1.551723
3.0849246 1.553206
3.1346734 1.5548014
3.1844221 1.5565055
3.2341709 1.5583145
3.2839196 1.5602249
3.3336683 1.5622333
3.3834171 1.5643368
3.4331658 1.5665322
3.4829146 1.5688168
3.5326633 1.571188
3.5824121 1.5736432
3.6321608 1.57618
3.6819095 1.5787961
3.7316583 1.5814894
3.781407 1.5842577
3.8311558 1.5870992
3.8809045 1.590012
3.9306533 1.5929942
3.980402 1.5960443
4.0301508 1.5991604
4.0798995 1.6023412
4.1296482 1.6055851
4.179397 1.6088907
4.2291457 1.6122567
4.2788945 1.6156817
4.3286432 1.6191646
4.378392 1.6227041
4.4281407 1.6262991
4.4778894 1.6299485
4.5276382 1.6336514
4.5773869 1.6374066
4.6271357 1.6412132
4.6768844 1.6450703
4.7266332 1.6489771
4.7763819 1.6529326
4.8261307 1.6569361
4.8758794 1.6609867
4.9256281 1.6650838
4.9753769 1.6692266
5.0251256 1.6734144
5.0748744 1.6776466
5.1246231 1.6819225
5.1743719 1.6862414
5.2241206 1.6906028
5.2738693 1.6950062
5.3236181 1.6994509
5.3733668 1.7039364
5.4231156 1.7084622
5.4728643 1.7130279
5.5226131 1.7176329
5.5723618 1.7222768
5.6221106 1.7269592
5.6718593 1.7316795
5.721608 1.7364375
5.7713568 1.7412327
5.8211055 1.7460647
5.8708543 1.7509332
5.920603 1.7558378
5.9703518 1.7607781
6.0201005 1.7657538
6.0698492 1.7707647
6.119598 1.7758104
6.1693467 1.7808905
6.2190955 1.7860048
6.2688442 1.7911531
6.318593 1.796335
6.3683417 1.8015504
6.4180905 1.8067988
6.4678392 1.8120802
6.5175879 1.8173942
6.5673367 1.8227407
6.6170854 1.8281194
6.6668342 1.8335301
6.7165829 1.8389726
6.7663317 1.8444467
6.8160804 1.8499522
6.8658291 1.855489
6.9155779 1.8610568
6.9653266 1.8666554
7.0150754 1.8722848
7.0648241 1.8779448
7.1145729 1.8836351
7.1643216 1.8893557
7.2140704 1.8951064
7.2638191 1.9008871
7.3135678 1.9066976
7.3633166 1.9125378
7.4130653 1.9184076
7.4628141 1.9243068
7.5125628 1.9302354
7.5623116 1.9361932
7.6120603 1.9421801
7.661809 1.948196
7.7115578 1.9542408
7.7613065 1.9603145
7.8110553 1.9664168
7.860804 1.9725478
7.9105528 1.9787073
7.9603015 1.9848953
8.0100503 1.9911117
8.059799 1.9973564
8.1095477 2.0036293
8.1592965 2.0099303
8.2090452 2.0162595
8.258794 2.0226167
8.3085427 2.0290018
8.3582915 2.0354148
8.4080402 2.0418557
8.4577889 2.0483244
8.5075377 2.0548208
8.5572864 2.0613449
8.6070352 2.0678966
8.6567839 2.074476
8.7065327 2.0810828
8.7562814 2.0877172
8.8060302 2.0943791
8.8557789 2.1010683
8.9055276 2.107785
8.9552764 2.1145291
9.0050251 2.1213004
9.0547739 2.1280991
9.1045226 2.1349251
9.1542714 2.1417783
9.2040201 2.1486587
9.2537688 2.1555663
9.3035176 2.1625011
9.3532663 2.1694631
9.4030151 2.1764522
9.4527638 2.1834684
9.5025126 2.1905118
9.5522613 2.1975822
9.6020101 2.2046798
9.6517588 2.2118044
9.7015075 2.2189561
9.7512563 2.2261348
9.801005 2.2333406
9.8507538 2.2405735
9.9005025 2.2478334
9.9502513 2.2551203
10 2.2624343

