   3.06796166E-03   8.59289779E-04   2.22273450E-03   0.00000000    
   6.13592332E-03   3.72474035E-03   2.22427282E-03   0.00000000    
   9.20388475E-03   3.80557380E-03   2.22683931E-03   0.00000000    
   1.22718466E-02   1.70013856E-03   2.23042956E-03   0.00000000    
   1.53398085E-02   3.16239661E-03   2.23506009E-03   0.00000000    
   1.84077695E-02   3.04974150E-03   2.24072207E-03   0.00000000    
   2.14757323E-02   2.56489450E-03   2.24743481E-03   0.00000000    
   2.45436933E-02   3.30391480E-03   2.25519156E-03   0.00000000    
   2.76116543E-02   3.16410675E-03   2.26400676E-03   0.00000000    
   3.06796171E-02   3.01752868E-03   2.27388903E-03   0.00000000    
   3.37475799E-02   2.72709783E-03   2.28484836E-03   0.00000000    
   3.68155390E-02   2.45268177E-03   2.29689595E-03   0.00000000    
   3.98835018E-02   2.67105852E-03   2.31003645E-03   0.00000000    
   4.29514647E-02   3.07120592E-03   2.32429034E-03   0.00000000    
   4.60194238E-02   3.02451290E-03   2.33967183E-03   0.00000000    
   4.90873866E-02   2.73445179E-03   2.35619652E-03   0.00000000    
   5.21553494E-02   2.83952034E-03   2.37387372E-03   0.00000000    
   5.52233085E-02   2.78495555E-03   2.39273487E-03   0.00000000    
   5.82912713E-02   3.19610047E-03   2.41277833E-03   0.00000000    
   6.13592342E-02   3.16924439E-03   2.43404554E-03   0.00000000    
   6.44271970E-02   3.00919660E-03   2.45654350E-03   0.00000000    
   6.74951598E-02   3.27872764E-03   2.48030201E-03   0.00000000    
   7.05631152E-02   3.06911208E-03   2.50533852E-03   0.00000000    
   7.36310780E-02   3.12301749E-03   2.53168494E-03   0.00000000    
   7.66990408E-02   3.35417269E-03   2.55936035E-03   0.00000000    
   7.97670037E-02   3.30100209E-03   2.58840062E-03   0.00000000    
   8.28349665E-02   3.06919403E-03   2.61882832E-03   0.00000000    
   8.59029293E-02   3.60493967E-03   2.65067443E-03   0.00000000    
   8.89708847E-02   3.48213781E-03   2.68397806E-03   0.00000000    
   9.20388475E-02   3.26207792E-03   2.71876669E-03   0.00000000    
   9.51068103E-02   3.37515119E-03   2.75507523E-03   0.00000000    
   9.81747732E-02   3.24735022E-03   2.79294932E-03   0.00000000    
  0.101242736       3.58371343E-03   2.83241994E-03   0.00000000    
  0.104310699       3.25690839E-03   2.87351944E-03   0.00000000    
  0.107378662       3.40989395E-03   2.91630696E-03   0.00000000    
  0.110446617       3.89849814E-03   2.96081835E-03   0.00000000    
  0.113514580       4.06462420E-03   3.00709927E-03   0.00000000    
  0.116582543       3.52519657E-03   3.05519928E-03   0.00000000    
  0.119650505       3.65009159E-03   3.10515845E-03   0.00000000    
  0.122718468       3.97922192E-03   3.15703847E-03   0.00000000    
  0.125786424       4.47601266E-03   3.21090245E-03   0.00000000    
  0.128854394       4.45816666E-03   3.26678134E-03   0.00000000    
  0.131922349       4.17014305E-03   3.32475919E-03   0.00000000    
  0.134990320       4.65745293E-03   3.38487141E-03   0.00000000    
  0.138058275       4.20750724E-03   3.44720855E-03   0.00000000    
  0.141126230       4.46820585E-03   3.51181813E-03   0.00000000    
  0.144194201       4.61286865E-03   3.57877021E-03   0.00000000    
  0.147262156       5.47638303E-03   3.64813465E-03   0.00000000    
  0.150330126       4.83957957E-03   3.71999759E-03   0.00000000    
  0.153398082       5.09880809E-03   3.79441539E-03   0.00000000    
  0.156466052       4.46256809E-03   3.87148722E-03   0.00000000    
  0.159534007       5.37941558E-03   3.95128876E-03   0.00000000    
  0.162601963       4.59546782E-03   4.03390545E-03   0.00000000    
  0.165669933       5.37305465E-03   4.11941763E-03   0.00000000    
  0.168737888       5.25543047E-03   4.20792913E-03   0.00000000    
  0.171805859       5.36538707E-03   4.29953588E-03   0.00000000    
  0.174873814       5.92348166E-03   4.39433986E-03   0.00000000    
  0.177941769       5.90012828E-03   4.49243514E-03   0.00000000    
  0.181009740       6.25826651E-03   4.59393021E-03   0.00000000    
  0.184077695       6.30828924E-03   4.69894940E-03   0.00000000    
  0.187145665       7.10605085E-03   4.80759796E-03   0.00000000    
  0.190213621       5.94193675E-03   4.91999835E-03   0.00000000    
  0.193281591       6.42076088E-03   5.03627816E-03   0.00000000    
  0.196349546       6.61753863E-03   5.15657896E-03   0.00000000    
  0.199417502       7.39787379E-03   5.28101623E-03   0.00000000    
  0.202485472       7.32734613E-03   5.40972687E-03   0.00000000    
  0.205553427       8.06144066E-03   5.54288598E-03   0.00000000    
  0.208621398       7.94314872E-03   5.68062300E-03   0.00000000    
  0.211689353       8.14412721E-03   5.82310604E-03   0.00000000    
  0.214757323       8.17877613E-03   5.97049063E-03   0.00000000    
  0.217825279       7.10065756E-03   6.12294441E-03   0.00000000    
  0.220893234       7.85062183E-03   6.28066482E-03   0.00000000    
  0.223961204       8.75603594E-03   6.44380227E-03   0.00000000    
  0.227029160       7.75711844E-03   6.61258399E-03   0.00000000    
  0.230097130       9.04781558E-03   6.78717811E-03   0.00000000    
  0.233165085       9.56147444E-03   6.96780626E-03   0.00000000    
  0.236233041       1.03707043E-02   7.15468591E-03   0.00000000    
  0.239301011       1.00892363E-02   7.34802661E-03   0.00000000    
  0.242368966       1.03703188E-02   7.54807563E-03   0.00000000    
  0.245436937       9.60697513E-03   7.75506301E-03   0.00000000    
  0.248504892       1.14142764E-02   7.96923880E-03   0.00000000    
  0.251572847       1.05198156E-02   8.19088519E-03   0.00000000    
  0.254640818       1.07986685E-02   8.42023641E-03   0.00000000    
  0.257708788       1.06007578E-02   8.65759607E-03   0.00000000    
