           0  -9.6020208948860430E-003   2.2025226352825222E-002
           1   2.7027611345864511E-003   5.8286746544119805E-002
           2   8.2396818176787567E-003  0.12386735963172751     
           3  -7.0660226541520155E-003  -1.6410791010194159E-002
           4  -1.6679190621359474E-002  -6.1560166642877140E-002
           5  -1.1778673107812665E-002  -3.8803566376957976E-002
           6   4.3438569359414148E-003   9.6217582496713749E-003
           7   2.3390197377655575E-002   6.5055357939082847E-002
           8   3.4420944342366311E-002  0.10706050321195315     
           9   2.9258830165799776E-002  0.10933905063260213     
          10   8.4174858274101982E-003  -1.0305210781249297E-002
          11  -4.0298821846307398E-003  -8.4023008075709532E-002
          12   4.6864139913577185E-003   4.7643280828078005E-003
          13   1.5724844906552349E-002   4.5236162768799659E-002
          14   2.2694475777079282E-002   3.9307182320149625E-003
          15   3.6279722126387970E-002   2.7814953141819199E-002
          16   5.2745112683768691E-002   8.2796825164462129E-002
          17   6.1097721669867822E-002  0.16259723624416983     
          18   4.3120781628270599E-002   7.5460546889608571E-002
          19   1.7236118984449655E-002  -1.4537260216287040E-002
          20  -2.3742795063764754E-003  -2.3276581846870287E-002
          21  -1.3744526669325463E-002  -7.1146237369206777E-003
          22  -2.2023459704477388E-002  -4.5143668555788802E-002
          23  -2.1364546630841974E-002  -7.7946173124127660E-003
          24  -2.3177850515135878E-002  -3.4191557874422407E-002
          25  -1.9332269775163446E-002   1.3020225440875777E-002
          26  -1.6596192432115076E-002   2.1468914277652018E-002
          27  -1.7756226310545187E-002  -6.5061173583930709E-003
          28  -1.6845994144498722E-002  -4.4383760496504776E-002
          29  -6.5348328122991628E-003  -3.6843578397464577E-002
          30   1.0933111405283302E-002   2.1461650519132236E-002
          31   2.3999062375524516E-002   9.0824953134995667E-002
          32   2.1952994303205076E-002   3.8589805335478955E-002
          33   1.6835083472574230E-002   5.9806522985464738E-002
          34   2.2506626661285001E-003  -2.2549202773398475E-002
          35  -9.9213266046429549E-003   1.5185353786715039E-002
          36  -2.5178082988618011E-002  -6.2632609308342246E-002
          37  -2.9154239007897598E-002  -2.9615301253340165E-002
          38  -2.9724505729619599E-002  -5.2758652757100649E-002
          39  -2.2890429096764198E-002   3.3754368968287318E-003
          40  -1.8417756315610045E-002   6.3063583406238133E-002
          41  -2.9491297800746441E-002  -2.4590636651124098E-002
          42  -3.8425127188779495E-002  -6.0699104107895474E-002
          43  -3.8508525610305544E-002  -7.5577014042576607E-002
          44  -2.7830429483514774E-002  -3.4362039929806965E-002
          45  -1.0987116274517317E-002   2.8949788174441105E-002
          46   1.8188548536232085E-003  0.13874889605404001     
          47  -1.1467559124983540E-002   1.9133518633736801E-002
          48  -2.7658938439331981E-002  -5.8167346485012372E-002
          49  -3.2564905053007243E-002  -8.8830178502598472E-002
          50  -2.1817621483745109E-002  -2.7569587299152709E-002
          51  -6.0006320791844425E-003   1.3114848603674067E-002
          52   1.0023736143998874E-002   4.6140889017211140E-002
          53   1.9937103153423119E-002  0.12460547705204278     
          54   5.7393837737543807E-003   3.3570256726863090E-003
          55  -6.3237992103806207E-003  -3.0651086836076563E-002
          56  -8.1887653882574130E-003   2.5737071023428926E-003
          57  -7.8501724106149195E-003  -2.7827673567561911E-002
          58  -3.7985966105752444E-003  -2.6811011841558319E-002
          59   7.8588471764892143E-003   3.6147111088859651E-002
          60   1.7267774951693293E-002   6.0218899305878093E-002
          61   2.1576015557845163E-002   6.9278487165397751E-002
          62   1.9083839086109777E-002   8.9926704309374994E-002
          63   3.4336183144338950E-003  -8.6437430620299738E-003
          64  -5.8145159700981885E-003  -5.9943290515820369E-003
          65  -1.1954457228413373E-002  -5.4198964123952087E-003
          66  -1.8875469096084507E-002  -3.2795035844453563E-002
          67  -2.1455075538744928E-002  -6.4085864210333437E-002
          68  -1.5569804962089817E-002  -5.3943724064293125E-002
          69  -2.3295722445112466E-003  -2.7416385833559459E-002
          70   1.2275633291602195E-002   5.2540306494947786E-002
          71   1.2944674577554216E-002   4.7542691301292350E-002
          72   2.0533796931098136E-003  -1.9886185313034294E-002
          73  -8.2589114062328051E-003  -5.5538718916320479E-002
          74  -9.8646812604050726E-003  -4.6735038341966795E-003
          75  -1.1634797957213450E-002   2.4718777877131171E-002
          76  -1.9894785703480689E-002  -3.8392772888508619E-003
          77  -3.0064422382688138E-002  -3.9054014087441802E-002
          78  -3.7042950205806113E-002  -7.8971404553531521E-002
          79  -3.3496034624835913E-002  -3.0992153667773109E-002
          80  -2.8047846829833301E-002   3.9140477442590249E-002
          81  -3.3384469820535556E-002   2.1374145017602486E-002
          82  -4.6055394146935769E-002  -7.0012441155820559E-002
          83  -5.0747435324488777E-002  -4.9716228796449963E-002
          84  -5.0400573256516923E-002 -0.10144830624432985     
          85  -3.4510716702220501E-002  -4.5049030785043687E-002
          86  -1.1135892541817682E-002  -2.9277933386062327E-002
          87   1.9153557607645366E-002  0.11474740454968851     
          88   2.8422729226845300E-002  0.12534533463940373     
          89   1.4255614232498437E-002   6.0258438805732062E-002
          90  -8.8770040092409630E-003   2.0022094475079077E-002
          91  -3.2581701169234423E-002  -5.1348034145710320E-002
          92  -4.4656347302433119E-002 -0.11579919876364358     
          93  -3.4830645235451596E-002  -6.1175635994909716E-002
          94  -1.2501575146089960E-002   4.1413728065635425E-002
          95   2.6320438891990205E-003  -1.7964102561566969E-002
          96   2.3289489655244577E-002   6.9582907841540143E-002
          97   3.4230705555185814E-002   8.3457294296764351E-002
          98   3.5312720856095714E-002  0.12943293712382115     
          99   1.6023124886842433E-002   2.2160083967633804E-002
         100  -3.4096337900193507E-003  -2.0208649169595111E-002
         101  -1.9097473220127004E-002  -3.2143894630258407E-002
         102  -2.7060732482472427E-002  -7.1218933546035534E-002
         103  -1.9376454324218750E-002   1.4253090557675430E-002
         104  -1.3071415611241477E-002   5.3441989170575577E-002
         105  -1.7905648073814673E-002  -3.6844243895643364E-002
         106  -1.4872610067376391E-002  -2.7064029788987920E-003
         107  -1.0607053727700544E-002  -3.9045765872947058E-004
         108  -4.5356905005001780E-003   6.8350167244372761E-002
         109  -1.0741876270396022E-002   3.2453774984042616E-002
         110  -2.3482987714092185E-002  -2.3373236367177835E-002
         111  -3.3861428077242239E-002 -0.13534392157663649     
         112  -2.1147520057706704E-002  -4.7026387946373815E-002
         113  -2.5154809437022418E-004   4.4838875444574211E-002
         114   1.3724475560156102E-002  0.10078318665548303     
         115   1.0424659443011297E-002  0.10050180887938509     
         116  -1.4050385600334114E-002  -2.4087852766516427E-002
