0.1	4.488245854680708
0.2	3.378690464299949
0.30000000000000004	2.9020926298889105
0.4	2.627998373220484
0.5	2.4485662424595946
0.6	2.3223287833871895
0.7000000000000001	2.229514376346761
0.8	2.159355573406466
0.9	2.105428902636513
1.	2.0636383274928356
1.1	2.0312355958163115
1.2000000000000002	2.006301286498153
1.3000000000000003	1.9874507220639461
1.4000000000000001	1.9736580365772372
1.5000000000000002	1.9641461362889336
1.6	1.958315260536451
1.7000000000000002	1.955695109096275
1.8000000000000003	1.9559118746617574
1.9000000000000001	1.9586649942591199
2.	1.9637104089495274
2.1	1.9708482852532563
2.2	1.9799138596676238
2.3000000000000003	1.9907705103705693
2.4000000000000004	2.0033044440447947
2.5000000000000004	2.017420571851394
2.6	2.0330392730756204
2.7	2.0500938297903284
2.8000000000000003	2.06852837464853
2.9000000000000004	2.0882962352571752
3.0000000000000004	2.109358588077294
3.1	2.1316833561115507
3.2	2.1552443002311166
3.3000000000000003	2.180020265525366
3.4000000000000004	2.2059945526755946
3.5000000000000004	2.233154390856615
3.6	2.2614904936213356
3.7	2.2909966830254485
3.8000000000000003	2.3216695701922148
3.9000000000000004	2.3535082828122484
4.	2.3865142318755943
4.1	2.4206909113583226
4.2	2.456043725719575
4.3	2.4925798409723914
4.3999999999999995	2.5303080558220716
4.5	2.569238689956722
4.6	2.6093834870557453
4.7	2.6507555304745365
4.8	2.693369169887067
4.9	2.7372399574336868
5.	2.7823845921417667
5.1	2.8288208715710663
5.2	2.8765676497888992
5.3	2.9256448009064124
5.4	2.9760731875188946
5.5	3.0278746334802267
5.6	3.0810719005221605
5.7	3.1356886682922633
5.8	3.1917495174412482
5.9	3.2492799154381315
6.	3.308306204832302
6.1	3.368855593716748
6.2	3.430956148177047
6.3	3.4946367865372205
6.4	3.5599272752359497
6.5	3.6268582261848215
6.6	3.6954610954814333
6.7	3.7657681833597927
6.8	3.8378126352784463
6.9	3.9116284440542817
7.	3.987250452962535
7.1	4.064714359731189
7.2	4.144056721368044
7.3	4.225314959748839
7.4	4.308527367959748
7.5	4.393733117274921
7.6	4.4809722648026264
7.7	4.570285761717789
7.8	4.661715462064902
7.9	4.755304132098398
8.	4.851095460134121
8.1	4.949134066889839
8.2	5.049465516290859
8.3	5.152136326724
8.4	5.257193982721521
8.5	5.364686947059875
8.6	5.4746646732594675
8.7	5.587177618472922
8.8	5.702277256750725
8.9	5.8200160926748365
9.	5.940447675347304
9.1	6.063626612738018
9.2	6.189608586364241
9.3	6.318450366315872
9.4	6.450209826608683
9.5	6.584945960864581
9.6	6.72271889831407
9.700000000000001	6.8635899201169766
9.8	7.0076214760151405
9.9	7.1548772012128135
10.	7.305421933735809
