 9.9999997764825821E-003   8.0800000489067436E-004   8.41487898E-04
   1.9999999552965164E-002   1.6912043578184294E-003   1.77231117E-03
   2.9999999329447746E-002   2.6786131546391659E-003   2.80302111E-03
   3.9999999105930328E-002   3.9559909284349881E-003   3.94570688E-03
   4.9999998882412910E-002   4.9639694220594069E-003   5.21427393E-03
   5.9999998658895493E-002   5.9426856168521211E-003   6.62478339E-03
   6.9999998435378075E-002   7.4321802105666510E-003   8.19586962E-03
   7.9999998211860657E-002   9.2169638106828142E-003   9.94925853E-03
   8.9999997988343239E-002   1.0173888504231308E-002   1.19104134E-02
   9.9999997764825821E-002   1.2120835595639354E-002   1.41093470E-02
